,name,type,extension,path,date
1288,029780,ohlcv,parquet,/ohlcv/029780.parquet,20251124
1289,004560,ohlcv,parquet,/ohlcv/004560.parquet,20251124
1290,037460,ohlcv,parquet,/ohlcv/037460.parquet,20251124
1291,009450,ohlcv,parquet,/ohlcv/009450.parquet,20251124
1292,090470,ohlcv,parquet,/ohlcv/090470.parquet,20251124
1293,082800,ohlcv,parquet,/ohlcv/082800.parquet,20251124
1294,083790,ohlcv,parquet,/ohlcv/083790.parquet,20251124
1295,008930,ohlcv,parquet,/ohlcv/008930.parquet,20251124
1296,347850,ohlcv,parquet,/ohlcv/347850.parquet,20251124
1297,064960,ohlcv,parquet,/ohlcv/064960.parquet,20251124
1298,206650,ohlcv,parquet,/ohlcv/206650.parquet,20251124
1299,035900,ohlcv,parquet,/ohlcv/035900.parquet,20251124
1300,418550,ohlcv,parquet,/ohlcv/418550.parquet,20251124
1301,009540,ohlcv,parquet,/ohlcv/009540.parquet,20251124
1302,099430,ohlcv,parquet,/ohlcv/099430.parquet,20251124
1303,080420,ohlcv,parquet,/ohlcv/080420.parquet,20251124
1304,396470,ohlcv,parquet,/ohlcv/396470.parquet,20251124
1305,046970,ohlcv,parquet,/ohlcv/046970.parquet,20251124
1306,002630,ohlcv,parquet,/ohlcv/002630.parquet,20251124
1307,057050,ohlcv,parquet,/ohlcv/057050.parquet,20251124
1308,207940,ohlcv,parquet,/ohlcv/207940.parquet,20251124
1309,114450,ohlcv,parquet,/ohlcv/114450.parquet,20251124
1310,007160,ohlcv,parquet,/ohlcv/007160.parquet,20251124
1311,476060,ohlcv,parquet,/ohlcv/476060.parquet,20251124
1312,009300,ohlcv,parquet,/ohlcv/009300.parquet,20251124
1313,088260,ohlcv,parquet,/ohlcv/088260.parquet,20251124
1314,451800,ohlcv,parquet,/ohlcv/451800.parquet,20251124
1315,006360,ohlcv,parquet,/ohlcv/006360.parquet,20251124
1316,139990,ohlcv,parquet,/ohlcv/139990.parquet,20251124
1317,034230,ohlcv,parquet,/ohlcv/034230.parquet,20251124
1318,001360,ohlcv,parquet,/ohlcv/001360.parquet,20251124
1319,049070,ohlcv,parquet,/ohlcv/049070.parquet,20251124
1320,013990,ohlcv,parquet,/ohlcv/013990.parquet,20251124
1321,173130,ohlcv,parquet,/ohlcv/173130.parquet,20251124
1322,298380,ohlcv,parquet,/ohlcv/298380.parquet,20251124
1323,053300,ohlcv,parquet,/ohlcv/053300.parquet,20251124
1324,014830,ohlcv,parquet,/ohlcv/014830.parquet,20251124
1325,093240,ohlcv,parquet,/ohlcv/093240.parquet,20251124
1326,156100,ohlcv,parquet,/ohlcv/156100.parquet,20251124
1327,033270,ohlcv,parquet,/ohlcv/033270.parquet,20251124
1328,095570,ohlcv,parquet,/ohlcv/095570.parquet,20251124
1329,001820,ohlcv,parquet,/ohlcv/001820.parquet,20251124
1330,368600,ohlcv,parquet,/ohlcv/368600.parquet,20251124
1331,000120,ohlcv,parquet,/ohlcv/000120.parquet,20251124
1332,042600,ohlcv,parquet,/ohlcv/042600.parquet,20251124
1333,019550,ohlcv,parquet,/ohlcv/019550.parquet,20251124
1334,101360,ohlcv,parquet,/ohlcv/101360.parquet,20251124
